,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_criterion,param_max_features,param_n_estimators,param_warm_start,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
207,0.5147192001342773,0.01561054682834744,0.039453744888305664,0.0004800309748367931,False,balanced_subsample,log_loss,log2,200,False,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': 200, 'warm_start': False}",0.633122484186314,0.7314548591144335,0.7855089131684876,0.80897583429229,0.7387802071346375,0.7395684595792326,0.06053941934362087,89
57,0.5389003753662109,0.007411381033881751,0.039416170120239256,0.00035096013666474066,True,balanced_subsample,gini,sqrt,200,False,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': 200, 'warm_start': False}",0.5963197239792984,0.7366302472685451,0.7964347326049454,0.8170310701956272,0.7364787111622555,0.7365788970421343,0.0771076150822585,105
56,0.5320456027984619,0.014992517671792263,0.039218568801879884,0.0004895142451280511,True,balanced_subsample,gini,sqrt,200,True,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': 200, 'warm_start': True}",0.5963197239792984,0.7366302472685451,0.7964347326049454,0.8170310701956272,0.7364787111622555,0.7365788970421343,0.0771076150822585,105
62,0.5274657726287841,0.005357023044783149,0.03934564590454102,0.0005176131728205542,True,balanced_subsample,gini,log2,200,True,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'log2', 'n_estimators': 200, 'warm_start': True}",0.5963197239792984,0.7366302472685451,0.7964347326049454,0.8170310701956272,0.7364787111622555,0.7365788970421343,0.0771076150822585,105
63,0.5252195835113526,0.00838279984862555,0.03945345878601074,9.85731401216413e-05,True,balanced_subsample,gini,log2,200,False,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'log2', 'n_estimators': 200, 'warm_start': False}",0.5963197239792984,0.7366302472685451,0.7964347326049454,0.8170310701956272,0.7364787111622555,0.7365788970421343,0.0771076150822585,105
4,0.9616762161254883,0.01762749379267501,0.07241353988647461,0.00033079856057068014,True,balanced,gini,sqrt,500,True,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': 500, 'warm_start': True}",0.5859689476710753,0.7354801610120759,0.7981598619896493,0.8181818181818182,0.7387802071346375,0.7353141991978512,0.08140351898505362,109
10,0.968558931350708,0.01013935559498086,0.07521533966064453,0.004435718473702313,True,balanced,gini,log2,500,True,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 'log2', 'n_estimators': 500, 'warm_start': True}",0.5859689476710753,0.7354801610120759,0.7981598619896493,0.8181818181818182,0.7387802071346375,0.7353141991978512,0.08140351898505362,109
5,0.9622188568115234,0.014152802176927135,0.07472577095031738,0.004388133991880549,True,balanced,gini,sqrt,500,False,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': 500, 'warm_start': False}",0.5859689476710753,0.7354801610120759,0.7981598619896493,0.8181818181818182,0.7387802071346375,0.7353141991978512,0.08140351898505362,109
11,0.9449450969696045,0.005603304094737391,0.07467598915100097,0.004848376830785872,True,balanced,gini,log2,500,False,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 'log2', 'n_estimators': 500, 'warm_start': False}",0.5859689476710753,0.7354801610120759,0.7981598619896493,0.8181818181818182,0.7387802071346375,0.7353141991978512,0.08140351898505362,109
61,0.2723414897918701,0.009377899076158925,0.028598928451538087,0.000488539823783758,True,balanced_subsample,gini,log2,100,False,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'log2', 'n_estimators': 100, 'warm_start': False}",0.5836687751581369,0.738355376653249,0.7987349051178838,0.8216340621403913,0.7341772151898734,0.7353140668519068,0.08304237569200554,113
55,0.2701146602630615,0.0014592951705767487,0.02627882957458496,0.004185276414347668,True,balanced_subsample,gini,sqrt,100,False,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': 100, 'warm_start': False}",0.5836687751581369,0.738355376653249,0.7987349051178838,0.8216340621403913,0.7341772151898734,0.7353140668519068,0.08304237569200554,113
54,0.275897216796875,0.004362314833914693,0.02860856056213379,0.0003688456706572332,True,balanced_subsample,gini,sqrt,100,True,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': 100, 'warm_start': True}",0.5836687751581369,0.738355376653249,0.7987349051178838,0.8216340621403913,0.7341772151898734,0.7353140668519068,0.08304237569200554,113
60,0.27527360916137694,0.002303843619617672,0.028213977813720703,0.0004917990358032875,True,balanced_subsample,gini,log2,100,True,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'log2', 'n_estimators': 100, 'warm_start': True}",0.5836687751581369,0.738355376653249,0.7987349051178838,0.8216340621403913,0.7341772151898734,0.7353140668519068,0.08304237569200554,113
133,0.27306113243103025,0.006694891025169994,0.029201030731201172,0.00040746791227705176,False,balanced,entropy,log2,100,False,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': 100, 'warm_start': False}",0.6020701552616446,0.7314548591144335,0.7860839562967222,0.810126582278481,0.742807825086306,0.7345086756075174,0.07210581215979428,117
132,0.27661890983581544,0.004068132973230194,0.028231477737426756,0.00035722441485981724,False,balanced,entropy,log2,100,True,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': 100, 'warm_start': True}",0.6020701552616446,0.7314548591144335,0.7860839562967222,0.810126582278481,0.742807825086306,0.7345086756075174,0.07210581215979428,117
127,0.2735145092010498,0.006351945488116552,0.028898239135742188,0.00019649336300747898,False,balanced,entropy,sqrt,100,False,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': 100, 'warm_start': False}",0.6020701552616446,0.7314548591144335,0.7860839562967222,0.810126582278481,0.742807825086306,0.7345086756075174,0.07210581215979428,117
205,0.2772404193878174,0.008931221122399979,0.028994655609130858,1.5495373543998643e-06,False,balanced_subsample,log_loss,log2,100,False,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': 100, 'warm_start': False}",0.6020701552616446,0.7314548591144335,0.7860839562967222,0.810126582278481,0.742807825086306,0.7345086756075174,0.07210581215979428,117
126,0.27756052017211913,0.009544873133241696,0.028725624084472656,0.0005050365334646828,False,balanced,entropy,sqrt,100,True,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': 100, 'warm_start': True}",0.6020701552616446,0.7314548591144335,0.7860839562967222,0.810126582278481,0.742807825086306,0.7345086756075174,0.07210581215979428,117
204,0.2782301902770996,0.00752022097370682,0.028711700439453126,0.00038106570902649256,False,balanced_subsample,log_loss,log2,100,True,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': 100, 'warm_start': True}",0.6020701552616446,0.7314548591144335,0.7860839562967222,0.810126582278481,0.742807825086306,0.7345086756075174,0.07210581215979428,117
144,0.2768682956695557,0.008364642119471759,0.028899621963500977,0.00019525386444231867,False,balanced,log_loss,sqrt,100,True,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': 100, 'warm_start': True}",0.6020701552616446,0.7314548591144335,0.7860839562967222,0.810126582278481,0.742807825086306,0.7345086756075174,0.07210581215979428,117
187,0.2693828582763672,0.003981045664586174,0.02883319854736328,0.0002655426631442238,False,balanced_subsample,entropy,log2,100,False,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': 100, 'warm_start': False}",0.6020701552616446,0.7314548591144335,0.7860839562967222,0.810126582278481,0.742807825086306,0.7345086756075174,0.07210581215979428,117
150,0.26755685806274415,0.0036640072116996426,0.028708839416503908,0.00023569051179559545,False,balanced,log_loss,log2,100,True,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': 100, 'warm_start': True}",0.6020701552616446,0.7314548591144335,0.7860839562967222,0.810126582278481,0.742807825086306,0.7345086756075174,0.07210581215979428,117
186,0.274714994430542,0.0059304215385277735,0.028767728805541994,0.0002327163973131171,False,balanced_subsample,entropy,log2,100,True,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': 100, 'warm_start': True}",0.6020701552616446,0.7314548591144335,0.7860839562967222,0.810126582278481,0.742807825086306,0.7345086756075174,0.07210581215979428,117
