,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
213,0.04776620864868164,0.0009750885125986819,0.0024236202239990234,0.0003888564369767603,log_loss,6,10,10,2,"{'criterion': 'log_loss', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 10, 'random_state': 2}",0.7176538240368028,0.7136285221391604,0.7745830937320299,0.7859608745684695,0.7767548906789413,0.7537162410310807,0.03134786894392437,10
214,0.047579288482666016,0.000807018441525735,0.00290532112121582,0.00015420204469488008,log_loss,6,10,10,6,"{'criterion': 'log_loss', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 10, 'random_state': 6}",0.7176538240368028,0.7136285221391604,0.7745830937320299,0.7859608745684695,0.7767548906789413,0.7537162410310807,0.03134786894392437,10
208,0.047794437408447264,0.0004074194066262432,0.0031107425689697265,0.0006736295360085932,log_loss,6,10,2,6,"{'criterion': 'log_loss', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 6}",0.7176538240368028,0.7136285221391604,0.7745830937320299,0.7859608745684695,0.7767548906789413,0.7537162410310807,0.03134786894392437,10
133,0.04761581420898438,0.0012033605162802606,0.0031737804412841795,0.000293720015999822,entropy,6,10,10,6,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 10, 'random_state': 6}",0.7176538240368028,0.7136285221391604,0.7745830937320299,0.7859608745684695,0.7767548906789413,0.7537162410310807,0.03134786894392437,10
215,0.048283863067626956,0.001154105981256134,0.0028008460998535157,0.0004172376250907579,log_loss,6,10,10,10,"{'criterion': 'log_loss', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 10, 'random_state': 10}",0.7176538240368028,0.7136285221391604,0.7745830937320299,0.7859608745684695,0.7767548906789413,0.7537162410310807,0.03134786894392437,10
127,0.04811606407165527,0.0006550788046369889,0.0029788970947265624,0.00014158021947415623,entropy,6,10,2,6,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 6}",0.7176538240368028,0.7136285221391604,0.7745830937320299,0.7859608745684695,0.7767548906789413,0.7537162410310807,0.03134786894392437,10
128,0.04779872894287109,0.0012374804636336046,0.002603626251220703,0.0004927280113120896,entropy,6,10,2,10,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 10}",0.7176538240368028,0.7136285221391604,0.7745830937320299,0.7859608745684695,0.7767548906789413,0.7537162410310807,0.03134786894392437,10
129,0.04829473495483398,0.0008528329874282948,0.0029270172119140623,0.00032377356808536983,entropy,6,10,6,2,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 6, 'random_state': 2}",0.7176538240368028,0.7136285221391604,0.7745830937320299,0.7859608745684695,0.7767548906789413,0.7537162410310807,0.03134786894392437,10
212,0.04768638610839844,0.0012302336156671421,0.0027274608612060545,0.0003933202911794997,log_loss,6,10,6,10,"{'criterion': 'log_loss', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 6, 'random_state': 10}",0.7176538240368028,0.7136285221391604,0.7745830937320299,0.7859608745684695,0.7767548906789413,0.7537162410310807,0.03134786894392437,10
131,0.048361682891845705,0.0012259394553748445,0.0030231475830078125,4.6180638679210527e-05,entropy,6,10,6,10,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 6, 'random_state': 10}",0.7176538240368028,0.7136285221391604,0.7745830937320299,0.7859608745684695,0.7767548906789413,0.7537162410310807,0.03134786894392437,10
132,0.04767241477966309,0.0013455647123362126,0.002734804153442383,0.00039394800411628975,entropy,6,10,10,2,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 10, 'random_state': 2}",0.7176538240368028,0.7136285221391604,0.7745830937320299,0.7859608745684695,0.7767548906789413,0.7537162410310807,0.03134786894392437,10
130,0.04823393821716308,0.0013207188562014546,0.003167390823364258,0.0005034833888857658,entropy,6,10,6,6,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 10, 'min_samples_split': 6, 'random_state': 6}",0.7176538240368028,0.7136285221391604,0.7745830937320299,0.7859608745684695,0.7767548906789413,0.7537162410310807,0.03134786894392437,10
125,0.048754215240478516,0.0009127193468408954,0.002996969223022461,6.984321608401993e-06,entropy,6,6,10,10,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 6, 'min_samples_split': 10, 'random_state': 10}",0.715928694652099,0.7136285221391604,0.7745830937320299,0.7899884925201381,0.7640966628308401,0.7516450931748535,0.031216439664250663,28
117,0.04992213249206543,0.0009272255985691823,0.003148794174194336,0.00022384835857054203,entropy,6,6,2,2,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 6, 'min_samples_split': 2, 'random_state': 2}",0.715928694652099,0.7136285221391604,0.7745830937320299,0.7899884925201381,0.7640966628308401,0.7516450931748535,0.031216439664250663,28
